Tweet_id,User_name,Screen_name,Tweet_text,Language,Hashtags,Created_at,Search_keyword
1860427634875990285,Syed Iqbal,syedpiqbal,"Yey, #cybertruck got the FSD v12.5.5.3 🤩🚀 https://t.co/C7j28B4KX8",en,['cybertruck'],2024-11-23 20:58:07+00:00,Cybertruck FSD
1861614320494486011,Don B.,donnyb,Me on a long road trip in my @cybertruck using FSD. https://t.co/XCkz1viG2R,en,[],2024-11-27 03:33:35+00:00,Cybertruck FSD
1860493173073596823,Dare W,darewecan,FSD Cybertruck Canada incoming!!!!! woohoo!!! @WholeMarsBlog @chazman @DirtyTesLa https://t.co/r6i0RJLzXx,en,[],2024-11-24 01:18:33+00:00,Cybertruck FSD
1832985712800444700,TheSonOfWalkley,TheSonOfWalkley,"BREAKING: VISION AUTOPARK ROLLING OUT TO CYBERTRUCK NOW 👀 $TSLA

Cybertruck getting FSD seems imminent ! https://t.co/FVvfRHywVp",en,[],2024-09-09 03:33:43+00:00,Cybertruck FSD
1858569826345906555,Karan Singh 🇨🇦,Karanx_,"I'd love it if @cybertruck had Park Assist and FSD in Canada. 

It's tight. https://t.co/hYGMdqU9nK",en,[],2024-11-18 17:55:51+00:00,Cybertruck FSD
1840581279794028739,Sawyer Merritt,SawyerMerritt,"I gotta hand it to the @Tesla FSD/AI team. When I first saw this list of goals for September, it looked like it would be tough to meet them all. But with the launch of FSD on the Cybertruck tonight, they've officially hit every single September target.

While some Sept items https://t.co/qWYvRKWXDv",en,[],2024-09-30 02:35:48+00:00,Cybertruck FSD
1817652756490170465,Sawyer Merritt,SawyerMerritt,NEWS: Elon says Tesla FSD (Supervised) is currently slated to roll out to Cybertruck owners in mid-August. https://t.co/SGcjIjsOwd,en,[],2024-07-28 20:06:02+00:00,Cybertruck FSD
1861251391844765816,"S.E. Robinson, Jr.",SERobinsonJr,"Tesla Referral Incentive Update:

- $1000 off a Model 3 or Y!

- $2000 off a Model S, X, or Cybertruck!

Tesla Promos: 
- 3 months free FSD and Supercharging when you take delivery before the end of December. 

- Federal Tax Credit

- State credits where applicable. 

- $1000 https://t.co/mphuJ2g5PD",en,[],2024-11-26 03:31:26+00:00,Cybertruck FSD
1862234136611570022,DP,dp_theboss,"I suspect $TSLA is $500 to 600 by Q1 2025, my reasons

1. FSD
2. Earnings 
3. Possible government ties up 
4. Cybercab 
5. Green energy profits 
6. Cybertruck sales 
7. Sales expansion in China
8. Regional Factories to avoid Tarrif challenges , which no one got. 
9. FOMO maters https://t.co/0XWSm2lWvI",en,[],2024-11-28 20:36:31+00:00,Cybertruck FSD
1861616240911098181,Whole Mars Catalog,WholeMarsBlog,The best Tesla to use FSD in is Cybertruck https://t.co/OeOAR62FTz,en,[],2024-11-27 03:41:13+00:00,Cybertruck FSD
1860342950368084172,Chuck Cook,chazman,Here is highlight clip #2 from my upcoming @Cybertruck FSD Supervised v12.5.5.3 (2024.39.5) video of ego maneuvering a small detour and between a traffic management vehicle. @Tesla_AI https://t.co/73IYngxwR5,en,[],2024-11-23 15:21:37+00:00,Cybertruck FSD
1861901919754551696,Joel Muro,JoelMuro20,"Tesla will ruin you for other cars,steer by wire, FSD, it’s really hard to drive my wife’s gmc and that’s weird to say lol 

cybertruck all day every day. https://t.co/QY7fetY8ng",en,[],2024-11-27 22:36:24+00:00,Cybertruck FSD
1838393554600890739,Whole Mars Catalog,WholeMarsBlog,"My take on this exchange: 

Cybertruck FSD is close. It’s almost certainly shipping by the end of September. And employees are already running it. https://t.co/2S5McmSURR",en,[],2024-09-24 01:42:33+00:00,Cybertruck FSD
1860589524700574065,Zack,BLKMDL3,"Day 1 ✅ 
924 miles driven from Los Angeles, CA to Vail, Colorado. Was going to stretch to Denver but wanted to call it a night. 

FSD was amazing, zero disengagements until parking lots. 

Cybertruck is an amazing road tripper, I’m blown away by how comfortable and fun it is. https://t.co/EfSE6yGctg",en,[],2024-11-24 07:41:25+00:00,Cybertruck FSD
1841027384532947262,Whole Mars Catalog,WholeMarsBlog,"Tesla Cybertruck running FSD (Supervised) 12.5.5 makes a U-turn on its own 

Watch in 4K: https://t.co/oZ7ZCPsMZL https://t.co/Tniah7V3VX",en,[],2024-10-01 08:08:27+00:00,Cybertruck FSD
1861918529198383472,Chuck Cook,chazman,The new @cybertruck horn has arrived and in a way I have never received an update.  A message in the app with a firmware upgrade.  This is not an FSD update. https://t.co/d2gfiZHQMl,en,[],2024-11-27 23:42:24+00:00,Cybertruck FSD
1862538116344537172,Vin,VIN_786,"$TSLA FSD Supervised can now manage driving tasks for longer stretches without human intervention, making your commute or road trips less about driving and more about enjoying the journey. 🌟

#Tesla #FSD #Cybertruck #Robotaxi #FutureofTransport",en,"['Tesla', 'FSD', 'Cybertruck', 'Robotaxi', 'FutureofTransport']",2024-11-29 16:44:25+00:00,Cybertruck FSD
1860520283020394603,Dare W,darewecan,My first FSD drive in my Cybertruck 🇨🇦 with FSD V12.5.5.3 - off to Timmies! Thank you to the entire @cybertruck &amp; @Tesla_AI team - the Cybertruck is the absolute best Tesla I’ve owned - thanks @wmorrill3 @siddawa @aelluswamy @elonmusk https://t.co/8nZWlHGkI5,en,[],2024-11-24 03:06:16+00:00,Cybertruck FSD
1860438296687706491,Jeff 💙✌️,JeffTutorials,"Going to miss not having a driver display in the Cybertruck

Super useful for FSD https://t.co/yV1UYSSM5j",en,[],2024-11-23 21:40:29+00:00,Cybertruck FSD
1860835316791476368,Jason,Jas0nYu,"I just took the Cybertruck for a test drive, and the FSD felt pretty confident overall. That said, I had to take over twice—once when it didn’t stop at a red light and another time when it didn’t yield while merging onto a main lane on a downhill. I’m guessing these can be fixed https://t.co/j1Z18eKl82",en,[],2024-11-24 23:58:06+00:00,Cybertruck FSD
1841594313870037124,The Cybertruck Guy,cybrtrkguy,"12.5.5 is the first version of FSD that I can *actually* see it as an unsupervised autonomous software. 

Like holy shit, it’s good. 

I just did 320 miles across the Midwest with ZERO safety interventions.

It handled construction zones, traffic lights, roundabouts—",en,[],2024-10-02 21:41:14+00:00,Cybertruck FSD
